rank,gene_id,is_literature_curated
54,ENSG00000171345.13,True
55,ENSG00000205420.11,True
56,ENSG00000133110.15,True
57,ENSG00000153563.16,True
58,ENSG00000058085.15,True
59,ENSG00000118046.16,True
60,ENSG00000115414.21,True
61,ENSG00000157227.13,True
62,ENSG00000169429.11,True
63,ENSG00000108375.13,True
64,ENSG00000175054.16,True
65,ENSG00000133703.13,True
66,ENSG00000078098.14,True
67,ENSG00000160182.3,True
68,ENSG00000057149.16,True
69,ENSG00000206073.11,True
70,ENSG00000175535.6,True
71,ENSG00000164692.18,True
72,ENSG00000105173.14,True
73,ENSG00000204262.14,True
74,ENSG00000160181.9,True
75,ENSG00000153002.12,True
76,ENSG00000135100.18,True
77,ENSG00000168542.16,True
78,ENSG00000125798.15,True
79,ENSG00000091704.10,True
80,ENSG00000158516.12,True
81,ENSG00000105388.16,True
82,ENSG00000204983.14,True
83,ENSG00000105329.11,True
84,ENSG00000026025.16,True
85,ENSG00000128422.17,True
86,ENSG00000147883.12,True
87,ENSG00000099953.10,True
88,ENSG00000168928.13,True
89,ENSG00000168925.12,True
90,ENSG00000172023.8,True
91,ENSG00000076242.16,True
92,ENSG00000091409.15,True
93,ENSG00000137392.10,True
94,ENSG00000168610.16,True
95,ENSG00000120217.14,True
96,ENSG00000164749.13,True
97,ENSG00000141510.18,True
98,ENSG00000147889.18,True
99,ENSG00000159399.10,True
100,ENSG00000108691.9,True
101,ENSG00000205426.10,True
102,ENSG00000137801.11,True
103,ENSG00000115386.6,True
104,ENSG00000122691.13,True
105,ENSG00000170608.3,True
106,ENSG00000184371.14,True
