rank,gene_id,tcga_train_n,tcga_train_events,tcga_cox_z,tcga_cox_p,cptac_train_n,cptac_train_events,cptac_cox_z,cptac_cox_p,meta_cox_z,meta_cox_p,direction
11447,ENSG00000286106.1,91,50,-0.5346309812330751,0.5929050559548332,87,70,-0.5770349726119322,0.5639158306680097,-0.7860665343780162,0.4318285089083277,higher_expr_lower_risk
11448,ENSG00000170160.17,91,50,-0.15605326631406102,0.8759910350370641,87,70,-0.9555482940435435,0.3393004950895752,-0.7860210013064095,0.4318551835977813,higher_expr_lower_risk
11449,ENSG00000172819.17,91,50,1.442286789364877,0.14922148541697858,87,70,-0.3307897639917426,0.7408032931958995,0.7859470839100193,0.43189848874036696,higher_expr_higher_risk
11450,ENSG00000258817.1,91,50,0.0,1.0,87,70,-1.111491003272728,0.2663570604525776,-0.785942825641985,0.43190098355997275,higher_expr_lower_risk
11451,ENSG00000119682.17,91,50,0.6047140797287905,0.5453689912940263,87,70,0.5067525248741535,0.6123284712044663,0.7859255731771289,0.4319110914608987,higher_expr_higher_risk
11452,ENSG00000095110.8,91,50,-0.9129591917566425,0.3612640044622387,87,70,2.024402760489647,0.0429287279664456,0.7859092843572841,0.4319206349057739,higher_expr_higher_risk
11453,ENSG00000109920.13,91,50,-1.5212181576227548,0.12820510030982843,87,70,0.40995829796647515,0.6818365388885248,-0.7857793824233664,0.43199674742794536,higher_expr_lower_risk
11454,ENSG00000139405.16,91,50,0.15878019518482528,0.8738420528002618,87,70,-1.2697948565846076,0.20415771332865085,-0.7856060010734619,0.4320983476425272,higher_expr_lower_risk
11455,ENSG00000121297.8,91,50,-0.1325832772740788,0.8945229584527756,87,70,1.243443315740014,0.2137045168327582,0.7854966661484118,0.4321624242318658,higher_expr_higher_risk
11456,ENSG00000170955.10,91,50,-0.11779956504270261,0.906226474194365,87,70,-0.9929224738534567,0.32074773666717193,-0.7853990857168223,0.43221961665583986,higher_expr_lower_risk
11457,ENSG00000116586.12,91,50,-0.9751502435924104,0.32948573897088723,87,70,-0.13553390094123116,0.8921897624584931,-0.7853722903561173,0.4322353223302171,higher_expr_lower_risk
11458,ENSG00000160801.14,91,50,-1.1469953234850208,0.2513835537032391,87,70,0.03634388780556502,0.9710081556299552,-0.7853491617035177,0.4322488790877448,higher_expr_lower_risk
11459,ENSG00000135968.21,91,50,-0.9630504841753651,0.3355221889542229,87,70,-0.14754850738143,0.8826990953133157,-0.785312078108751,0.4322706159868984,higher_expr_lower_risk
11460,ENSG00000189050.16,91,50,-1.8134379795216118,0.06976429622789544,87,70,0.7028524849602956,0.48214768487286763,-0.7853025342917223,0.4322762102877701,higher_expr_lower_risk
11461,ENSG00000182362.14,91,50,-1.5514755245289922,0.12078776835986889,87,70,0.4411555815838224,0.6591003674461728,-0.78511476094319,0.43238628595126094,higher_expr_lower_risk
