rank,gene_id,train_variance
327,ENSG00000196090.12,2.2990740718965013
328,ENSG00000228278.5,2.2984073990829503
329,ENSG00000039068.19,2.298035589881833
330,ENSG00000104368.19,2.295218387135543
331,ENSG00000187288.12,2.280654249757668
332,ENSG00000153132.13,2.2748234406499517
333,ENSG00000135218.19,2.2738124459807683
334,ENSG00000077274.9,2.2737634773028947
335,ENSG00000170786.12,2.273731953871783
336,ENSG00000183844.17,2.272713463651114
337,ENSG00000182795.13,2.26946782518182
338,ENSG00000112559.15,2.2667472986244044
339,ENSG00000171954.13,2.2648209076817514
340,ENSG00000204019.5,2.2640104008497572
341,ENSG00000160307.10,2.260970258612727
342,ENSG00000276644.5,2.2546464851554893
343,ENSG00000058085.15,2.247519339818323
344,ENSG00000164919.11,2.247373553278304
345,ENSG00000167653.5,2.2379736938618895
346,ENSG00000174938.14,2.2375928438030974
347,ENSG00000133110.15,2.237588375164936
348,ENSG00000139629.16,2.233242137017987
349,ENSG00000155093.19,2.2323189118355993
350,ENSG00000013588.9,2.232260558547902
351,ENSG00000150667.8,2.2250783909009906
352,ENSG00000141736.14,2.2234670833387047
353,ENSG00000101057.16,2.2227135418423907
354,ENSG00000196878.15,2.217002733155591
355,ENSG00000147257.15,2.2014191478767318
356,ENSG00000102109.9,2.198495421851189
357,ENSG00000159166.15,2.1979938434083612
358,ENSG00000100003.18,2.1933341657348517
359,ENSG00000164692.18,2.1922658123055374
360,ENSG00000158406.5,2.187658269792077
361,ENSG00000126562.17,2.181378510282454
362,ENSG00000134533.6,2.180934428597447
363,ENSG00000171345.13,2.1803452378639063
364,ENSG00000100219.16,2.178638109056269
365,ENSG00000175352.11,2.177688393108799
366,ENSG00000110092.4,2.174678082297901
367,ENSG00000142102.16,2.171620745662885
368,ENSG00000186493.13,2.1687320069837095
369,ENSG00000227507.3,2.1653680697353894
370,ENSG00000106809.11,2.1590810070907267
371,ENSG00000115457.10,2.1589229036790707
372,ENSG00000172236.18,2.153676022731612
373,ENSG00000139055.7,2.14661678380841
374,ENSG00000108551.5,2.1447917889199806
375,ENSG00000277075.2,2.1438066864597154
376,ENSG00000135549.15,2.1415112343818614
377,ENSG00000115468.12,2.1381037249272654
378,ENSG00000119938.9,2.1380596707774946
379,ENSG00000163347.6,2.1377231774366647
380,ENSG00000084444.14,2.137150970227067
381,ENSG00000165215.6,2.132547007978612
382,ENSG00000180543.5,2.1322023972901896
383,ENSG00000070193.5,2.1299267537638493
384,ENSG00000111319.13,2.1297682831062135
385,ENSG00000169442.9,2.12941856571686
386,ENSG00000124479.11,2.127138447154416
387,ENSG00000089199.10,2.124155685336225
388,ENSG00000095321.17,2.1017536767796
389,ENSG00000162891.10,2.1017065338000305
390,ENSG00000105523.3,2.1015782082143377
391,ENSG00000172201.12,2.0977278233128525
392,ENSG00000175445.17,2.094839527300668
393,ENSG00000196616.14,2.0935171847227645
394,ENSG00000262406.3,2.092443785608079
395,ENSG00000187955.12,2.0917458261089763
396,ENSG00000158164.7,2.090971458302356
397,ENSG00000149968.12,2.0903313320229007
398,ENSG00000105707.14,2.089102949605076
399,ENSG00000185290.4,2.08640846739835
400,ENSG00000139329.5,2.0860146045834433
401,ENSG00000115290.10,2.0834972919269372
402,ENSG00000113924.12,2.08288041190073
403,ENSG00000164530.15,2.082048853113962
404,ENSG00000273802.2,2.080248257935053
405,ENSG00000170801.10,2.0779195364212155
406,ENSG00000221867.9,2.0761127576143004
407,ENSG00000064787.13,2.0747802115579437
408,ENSG00000146476.11,2.0737171280835893
409,ENSG00000092621.13,2.0728044186192798
410,ENSG00000131203.13,2.0695200012428683
411,ENSG00000004799.8,2.0646008956425335
412,ENSG00000143412.10,2.063749504862889
413,ENSG00000134443.10,2.0519266268494425
414,ENSG00000135750.15,2.0504848664582305
415,ENSG00000164764.11,2.047528825115855
416,ENSG00000165140.11,2.043645692684986
417,ENSG00000131746.13,2.0424208027386097
418,ENSG00000124302.13,2.038066178048122
419,ENSG00000105374.10,2.0316953796426187
420,ENSG00000196196.3,2.0310492199791947
421,ENSG00000116299.17,2.029261596223479
422,ENSG00000167772.12,2.0196781439750713
423,ENSG00000168306.13,2.0179074647809143
424,ENSG00000130487.9,2.017104102025546
425,ENSG00000198502.6,2.0066688886558737
426,ENSG00000167656.5,2.002179299153244
427,ENSG00000151882.11,2.000779669745922
428,ENSG00000182253.15,1.999425519394287
429,ENSG00000148735.15,1.9970587409437657
430,ENSG00000167286.10,1.9969496806573819
431,ENSG00000171209.3,1.995506859816451
432,ENSG00000205362.11,1.9950342076987602
433,ENSG00000069011.16,1.9937323711134225
434,ENSG00000162670.11,1.9924570969284947
435,ENSG00000116824.5,1.9915629933867278
436,ENSG00000121552.4,1.9909948581517785
437,ENSG00000124249.7,1.98902501548146
438,ENSG00000188959.9,1.9871115898695502
439,ENSG00000175287.19,1.9856385920767472
440,ENSG00000180596.7,1.9801802785228406
441,ENSG00000122176.12,1.9794852620500067
442,ENSG00000092068.20,1.9646824433578352
443,ENSG00000043039.7,1.9636272518519924
444,ENSG00000104783.14,1.958887074058033
445,ENSG00000268104.3,1.9582756584873535
446,ENSG00000162738.6,1.957815785373714
447,ENSG00000115414.21,1.950050748921388
448,ENSG00000068078.20,1.9493016157921192
449,ENSG00000011465.18,1.9480061052826827
450,ENSG00000197261.11,1.9413464931343851
451,ENSG00000148344.11,1.9410040914756064
452,ENSG00000164220.7,1.9406613668417227
453,ENSG00000187720.14,1.9328450947233058
454,ENSG00000105519.18,1.9319609893673062
455,ENSG00000122679.8,1.9270161320037222
456,ENSG00000120251.21,1.9254563145450376
457,ENSG00000127084.19,1.9233565277651663
458,ENSG00000075886.11,1.92296567341095
459,ENSG00000175426.11,1.9220812160029757
460,ENSG00000154277.13,1.9170140783949967
461,ENSG00000169710.9,1.9051541746761644
462,ENSG00000134762.17,1.9038875667684154
463,ENSG00000133328.4,1.9037319683109482
464,ENSG00000170549.4,1.9032879152485989
465,ENSG00000112183.15,1.891487060462993
466,ENSG00000111799.21,1.8864074126104264
467,ENSG00000175063.17,1.8854659417645057
468,ENSG00000119917.14,1.885094942673602
469,ENSG00000164626.9,1.8849427183431224
470,ENSG00000156284.6,1.8793332160942866
471,ENSG00000106211.10,1.8791814214990297
