rank,gene_id,tcga_train_n,tcga_train_events,tcga_cox_z,tcga_cox_p,meta_cox_z,meta_cox_p,direction
4637,ENSG00000071575.11,91,50,1.5016601644299918,0.1331848967340236,1.5016601644299918,0.13318489673402278,higher_expr_higher_risk
4638,ENSG00000186687.16,91,50,-1.501617014258632,0.13319604669289997,-1.501617014258632,0.13319604669289964,higher_expr_lower_risk
4639,ENSG00000130176.8,91,50,-1.5011608438511734,0.1333139648429756,-1.5011608438511734,0.13331396484297542,higher_expr_lower_risk
4640,ENSG00000149218.5,91,50,1.5011443314958248,0.1333182347327433,1.5011443314958248,0.13331823473274287,higher_expr_higher_risk
4641,ENSG00000171530.15,91,50,1.5008015477353056,0.1334068982574018,1.5008015477353056,0.1334068982574023,higher_expr_higher_risk
4642,ENSG00000180257.14,91,50,1.5007429464112065,0.1334220604844245,1.5007429464112065,0.13342206048442434,higher_expr_higher_risk
4643,ENSG00000125505.17,91,50,1.5001449985169657,0.13357684690354374,1.5001449985169657,0.13357684690354418,higher_expr_higher_risk
4644,ENSG00000145990.11,91,50,-1.4999864868234298,0.13361790296147052,-1.4999864868234298,0.1336179029614706,higher_expr_lower_risk
4645,ENSG00000178172.7,91,50,1.4999788395545575,0.13361988392474153,1.4999788395545575,0.13361988392474058,higher_expr_higher_risk
4646,ENSG00000168795.5,91,50,-1.4991596684951205,0.13383221519152472,-1.4991596684951205,0.13383221519152488,higher_expr_lower_risk
4647,ENSG00000188610.12,91,50,1.4990575893172575,0.13385869265861994,1.4990575893172575,0.13385869265861983,higher_expr_higher_risk
4648,ENSG00000173369.17,91,50,1.498950099799453,0.1338865778484933,1.498950099799453,0.1338865778484931,higher_expr_higher_risk
4649,ENSG00000154493.19,91,50,-1.4987231963173884,0.13394545645097858,-1.4987231963173884,0.133945456450978,higher_expr_lower_risk
4650,ENSG00000168495.13,91,50,-1.4985961439639333,0.13397843368608478,-1.4985961439639333,0.13397843368608536,higher_expr_lower_risk
4651,ENSG00000260903.3,91,50,-1.4984627702956328,0.13401305841399463,-1.4984627702956328,0.13401305841399538,higher_expr_lower_risk
4652,ENSG00000213066.13,91,50,-1.4983446627216548,0.13404372573582904,-1.4983446627216548,0.1340437257358295,higher_expr_lower_risk
4653,ENSG00000141219.15,91,50,-1.4982879994049427,0.134058440623726,-1.4982879994049427,0.1340584406237261,higher_expr_lower_risk
4654,ENSG00000175470.20,91,50,-1.498166046521062,0.13409011478714186,-1.498166046521062,0.13409011478714314,higher_expr_lower_risk
4655,ENSG00000205268.11,91,50,-1.4977973991632827,0.134185896765559,-1.4977973991632827,0.134185896765559,higher_expr_lower_risk
4656,ENSG00000147036.12,91,50,1.4974062954919,0.13428757117848633,1.4974062954919,0.13428757117848572,higher_expr_higher_risk
4657,ENSG00000279804.2,91,50,1.4973192232264645,0.13431021528097517,1.4973192232264645,0.13431021528097434,higher_expr_higher_risk
4658,ENSG00000064651.14,91,50,-1.4971472900969856,0.1343549370575884,-1.4971472900969856,0.134354937057589,higher_expr_lower_risk
4659,ENSG00000143443.10,91,50,-1.4970779098722542,0.13437298690912772,-1.4970779098722542,0.13437298690912797,higher_expr_lower_risk
4660,ENSG00000186075.13,91,50,-1.497011102072819,0.13439036929440276,-1.497011102072819,0.13439036929440223,higher_expr_lower_risk
4661,ENSG00000182405.6,91,50,-1.4969722461187707,0.1344004798292421,-1.4969722461187707,0.13440047982924216,higher_expr_lower_risk
4662,ENSG00000069018.19,91,50,-1.4968584751206908,0.1344300870562997,-1.4968584751206908,0.1344300870563002,higher_expr_lower_risk
4663,ENSG00000254827.6,91,50,1.4968497198020296,0.13443236570801648,1.4968497198020296,0.13443236570801637,higher_expr_higher_risk
4664,ENSG00000183569.18,91,50,-1.4967202554532606,0.13446606347396325,-1.4967202554532606,0.1344660634739633,higher_expr_lower_risk
4665,ENSG00000157343.9,91,50,-1.496626463808546,0.13449048021125243,-1.496626463808546,0.1344904802112522,higher_expr_lower_risk
4666,ENSG00000008513.16,91,50,1.4965495687895454,0.1345105008144737,1.4965495687895454,0.1345105008144739,higher_expr_higher_risk
4667,ENSG00000181626.12,91,50,1.4963174018471193,0.13457096243271272,1.4963174018471193,0.13457096243271427,higher_expr_higher_risk
4668,ENSG00000227051.7,91,50,-1.4961705889961414,0.1346092067221983,-1.4961705889961414,0.1346092067221993,higher_expr_lower_risk
4669,ENSG00000129514.8,91,50,-1.4958027841708994,0.13470505562308432,-1.4958027841708994,0.134705055623085,higher_expr_lower_risk
4670,ENSG00000130725.8,91,50,1.4957487975830317,0.13471912881467746,1.4957487975830317,0.13471912881467749,higher_expr_higher_risk
4671,ENSG00000188771.5,91,50,-1.4944816021602678,0.13504978707918452,-1.4944816021602678,0.13504978707918372,higher_expr_lower_risk
4672,ENSG00000122299.12,91,50,-1.4943757209123731,0.13507744378708483,-1.4943757209123731,0.13507744378708467,higher_expr_lower_risk
4673,ENSG00000203663.4,91,50,-1.4942748493497984,0.13510379601095804,-1.4942748493497984,0.1351037960109584,higher_expr_lower_risk
4674,ENSG00000135631.17,91,50,1.4941799726448926,0.13512858573156356,1.4941799726448926,0.13512858573156328,higher_expr_higher_risk
4675,ENSG00000165392.11,91,50,-1.494019515675623,0.13517051849346234,-1.494019515675623,0.1351705184934629,higher_expr_lower_risk
4676,ENSG00000241468.8,91,50,1.493785919139709,0.13523158303771834,1.493785919139709,0.1352315830377184,higher_expr_higher_risk
4677,ENSG00000002745.13,91,50,-1.4936378874023277,0.13527029109264546,-1.4936378874023277,0.1352702910926456,higher_expr_lower_risk
4678,ENSG00000142534.7,91,50,1.4935737360179822,0.13528706836539198,1.4935737360179822,0.1352870683653922,higher_expr_higher_risk
4679,ENSG00000117525.14,91,50,1.4934682009800417,0.1353146720487065,1.4934682009800417,0.13531467204870584,higher_expr_higher_risk
4680,ENSG00000155816.20,91,50,-1.4932578549137188,0.13536970302281043,-1.4932578549137188,0.13536970302280965,higher_expr_lower_risk
4681,ENSG00000270339.3,91,50,-1.4925955390191106,0.1355430917813954,-1.4925955390191106,0.13554309178139556,higher_expr_lower_risk
4682,ENSG00000164885.13,91,50,1.4925034760172782,0.13556720667826286,1.4925034760172782,0.13556720667826253,higher_expr_higher_risk
4683,ENSG00000176340.4,91,50,1.4924941908879876,0.135569639000326,1.4924941908879876,0.13556963900032618,higher_expr_higher_risk
4684,ENSG00000151304.6,91,50,1.492485557086078,0.13557190073164246,1.492485557086078,0.13557190073164252,higher_expr_higher_risk
4685,ENSG00000140470.15,91,50,-1.492289909576874,0.135623160832768,-1.492289909576874,0.13562316083276715,higher_expr_lower_risk
4686,ENSG00000161328.11,91,50,-1.4917914808655448,0.1357538179563644,-1.4917914808655448,0.1357538179563649,higher_expr_lower_risk
4687,ENSG00000213366.13,91,50,-1.4916437165364234,0.13579257128239336,-1.4916437165364234,0.135792571282394,higher_expr_lower_risk
4688,ENSG00000182899.17,91,50,1.4914763672859812,0.13583647135254845,1.4914763672859812,0.1358364713525487,higher_expr_higher_risk
4689,ENSG00000133627.18,91,50,-1.4913888096198902,0.13585944437710348,-1.4913888096198902,0.13585944437710262,higher_expr_lower_risk
4690,ENSG00000159210.10,91,50,1.4910056729807653,0.13596000550036424,1.4910056729807653,0.1359600055003643,higher_expr_higher_risk
4691,ENSG00000169855.20,91,50,-1.4907506406764806,0.13602697518386977,-1.4907506406764806,0.13602697518387122,higher_expr_lower_risk
4692,ENSG00000180332.6,91,50,-1.4905828707493372,0.1360710442690392,-1.4905828707493372,0.1360710442690386,higher_expr_lower_risk
4693,ENSG00000107104.20,91,50,-1.4904955113216494,0.13609399583272222,-1.4904955113216494,0.13609399583272158,higher_expr_lower_risk
4694,ENSG00000196967.11,91,50,-1.4904741053415484,0.13609962018894586,-1.4904741053415484,0.1360996201889452,higher_expr_lower_risk
4695,ENSG00000183628.14,91,50,1.4901644253085953,0.1361810077548722,1.4901644253085953,0.1361810077548733,higher_expr_higher_risk
4696,ENSG00000115657.14,91,50,-1.4901091074311426,0.13619554989999638,-1.4901091074311426,0.13619554989999685,higher_expr_lower_risk
4697,ENSG00000169155.10,91,50,-1.4898175108381777,0.13627222558444047,-1.4898175108381777,0.13627222558444127,higher_expr_lower_risk
4698,ENSG00000133083.15,91,50,-1.4895345789779977,0.13634665471343502,-1.4895345789779977,0.13634665471343418,higher_expr_lower_risk
4699,ENSG00000087088.20,91,50,1.4894824970988214,0.13636035898921336,1.4894824970988214,0.13636035898921312,higher_expr_higher_risk
4700,ENSG00000225697.13,91,50,-1.4893729814391654,0.13638917925181474,-1.4893729814391654,0.13638917925181437,higher_expr_lower_risk
4701,ENSG00000137166.16,91,50,-1.489230626363257,0.1364266485989068,-1.489230626363257,0.1364266485989075,higher_expr_lower_risk
4702,ENSG00000275111.5,91,50,-1.4891304904919316,0.136453010168625,-1.4891304904919316,0.13645301016862518,higher_expr_lower_risk
4703,ENSG00000156171.15,91,50,1.4891012437945312,0.13646071033759313,1.4891012437945312,0.13646071033759255,higher_expr_higher_risk
4704,ENSG00000113645.15,91,50,1.4888759480063984,0.1365200382137989,1.4888759480063984,0.13652003821379913,higher_expr_higher_risk
4705,ENSG00000256436.1,91,50,-1.4888112056272294,0.1365370907176593,-1.4888112056272294,0.13653709071765857,higher_expr_lower_risk
4706,ENSG00000170153.11,91,50,-1.4883960348015177,0.13664648168824273,-1.4883960348015177,0.13664648168824256,higher_expr_lower_risk
4707,ENSG00000180035.13,91,50,-1.4883804687972468,0.13665058440006983,-1.4883804687972468,0.13665058440006936,higher_expr_lower_risk
4708,ENSG00000251322.9,91,50,-1.4883415643207332,0.13666083881882785,-1.4883415643207332,0.13666083881882815,higher_expr_lower_risk
4709,ENSG00000165868.16,91,50,-1.4883357350607545,0.136662375342853,-1.4883357350607545,0.1366623753428525,higher_expr_lower_risk
4710,ENSG00000154511.12,91,50,-1.4882501888475956,0.13668492584676445,-1.4882501888475956,0.1366849258467645,higher_expr_lower_risk
4711,ENSG00000164690.8,91,50,-1.488181084534499,0.13670314426191474,-1.488181084534499,0.13670314426191443,higher_expr_lower_risk
4712,ENSG00000184117.12,91,50,1.487930418513666,0.13676924468513227,1.487930418513666,0.13676924468513224,higher_expr_higher_risk
4713,ENSG00000139197.11,91,50,-1.4878433123165635,0.13679222029048435,-1.4878433123165635,0.13679222029048485,higher_expr_lower_risk
4714,ENSG00000162999.13,91,50,-1.4877910732452084,0.13680600058111686,-1.4877910732452084,0.1368060005811168,higher_expr_lower_risk
4715,ENSG00000164399.5,91,50,1.4874892488735283,0.13688564064848052,1.4874892488735283,0.13688564064848005,higher_expr_higher_risk
4716,ENSG00000131153.9,91,50,1.4874386450141606,0.1368989965987183,1.4874386450141606,0.13689899659871774,higher_expr_higher_risk
4717,ENSG00000158477.7,91,50,1.4872784104470667,0.1369412941730326,1.4872784104470667,0.13694129417303333,higher_expr_higher_risk
4718,ENSG00000143258.16,91,50,-1.4872627373028635,0.1369454319987272,-1.4872627373028635,0.13694543199872558,higher_expr_lower_risk
