rank,gene_id,is_literature_curated,fdr_q
173,ENSG00000068985.5,False,0.004679830529256268
174,ENSG00000166589.13,False,0.004679830529256268
175,ENSG00000126233.2,False,0.011359149091415064
176,ENSG00000173157.17,False,0.011359149091415064
177,ENSG00000131059.12,False,0.0116836349836162
178,ENSG00000168062.10,False,0.016506550166381872
179,ENSG00000270765.6,False,0.017176684753868198
180,ENSG00000046774.10,False,0.017762596060186913
181,ENSG00000174564.13,False,0.02299449485406642
182,ENSG00000176566.5,False,0.023016823049377758
183,ENSG00000130303.13,False,0.0340679171371199
184,ENSG00000048544.6,False,0.036082016629073614
185,ENSG00000271447.6,False,0.036082016629073614
186,ENSG00000130487.9,False,0.04017179935355505
187,ENSG00000198826.11,False,0.0422759639429915
188,ENSG00000119771.15,False,0.0422759639429915
189,ENSG00000137819.14,False,0.0422759639429915
190,ENSG00000134588.12,False,0.0422759639429915
191,ENSG00000145681.11,False,0.0422759639429915
192,ENSG00000274559.3,False,0.0422759639429915
193,ENSG00000075188.9,False,0.0422759639429915
194,ENSG00000135686.13,False,0.0422759639429915
195,ENSG00000132341.12,False,0.0422759639429915
196,ENSG00000136935.14,False,0.0422759639429915
197,ENSG00000075643.6,False,0.0422759639429915
198,ENSG00000177693.4,False,0.0422759639429915
199,ENSG00000277277.3,False,0.0422759639429915
200,ENSG00000168930.13,False,0.0422759639429915
201,ENSG00000204979.8,False,0.0422759639429915
202,ENSG00000197591.3,False,0.0422759639429915
203,ENSG00000088782.5,False,0.0422759639429915
204,ENSG00000240065.8,False,0.0422759639429915
205,ENSG00000163202.5,False,0.0422759639429915
206,ENSG00000176485.12,False,0.0422759639429915
207,ENSG00000136878.14,False,0.04445619957358275
208,ENSG00000174151.15,False,0.047030664051998156
209,ENSG00000120509.11,False,0.04905390322703938
210,ENSG00000173335.5,False,0.05479512638008174
211,ENSG00000133106.15,False,0.06834468465017922
212,ENSG00000268043.7,False,0.06834468465017922
213,ENSG00000139211.7,False,0.06834468465017922
214,ENSG00000172464.3,False,0.06834468465017922
215,ENSG00000041357.16,False,0.07746388259806716
216,ENSG00000100911.16,False,0.07746388259806716
217,ENSG00000180787.6,False,0.07746388259806716
218,ENSG00000108509.21,False,0.07746388259806716
219,ENSG00000167656.5,False,0.07746388259806716
220,ENSG00000122375.12,False,0.07746388259806716
221,ENSG00000198105.15,False,0.07746388259806716
222,ENSG00000156587.16,False,0.07746388259806716
223,ENSG00000197172.10,False,0.08126431640513437
224,ENSG00000128714.6,False,0.08126431640513437
225,ENSG00000097007.19,False,0.08126431640513437
226,ENSG00000070061.16,False,0.08130016505600006
227,ENSG00000158825.6,False,0.08412215007811935
228,ENSG00000125633.11,False,0.08470642440201287
229,ENSG00000164532.11,False,0.08470642440201287
230,ENSG00000134775.15,False,0.08470642440201287
231,ENSG00000111700.13,False,0.08507539565269712
232,ENSG00000181381.14,False,0.08663741463340982
233,ENSG00000177303.10,False,0.0869877306795923
234,ENSG00000154265.16,False,0.0869877306795923
235,ENSG00000165949.12,False,0.0869877306795923
236,ENSG00000171202.7,False,0.0869877306795923
237,ENSG00000117501.14,False,0.08711744081995705
238,ENSG00000050344.9,False,0.08759373245905189
239,ENSG00000286102.1,False,0.08759373245905189
240,ENSG00000087502.18,False,0.08759373245905189
241,ENSG00000184752.13,False,0.08759373245905189
242,ENSG00000010318.21,False,0.08759373245905189
243,ENSG00000089127.14,False,0.08759373245905189
244,ENSG00000258453.3,False,0.08759373245905189
245,ENSG00000148411.8,False,0.08759373245905189
246,ENSG00000165699.15,False,0.08759373245905189
247,ENSG00000206075.14,False,0.08759373245905189
248,ENSG00000189280.3,False,0.08759373245905189
249,ENSG00000119283.15,False,0.08759373245905189
250,ENSG00000180354.16,False,0.08759373245905189
251,ENSG00000183691.6,False,0.0910239275865496
252,ENSG00000135114.12,False,0.0910239275865496
253,ENSG00000128944.13,False,0.0910239275865496
254,ENSG00000267740.5,False,0.0915494838240961
255,ENSG00000148396.18,False,0.0915494838240961
256,ENSG00000137807.16,False,0.0915494838240961
257,ENSG00000138778.13,False,0.09276908177130579
258,ENSG00000149639.15,False,0.09276908177130579
259,ENSG00000184677.18,False,0.09276908177130579
260,ENSG00000140464.20,False,0.09802010619800218
261,ENSG00000204264.12,False,0.09915711737324044
262,ENSG00000092010.15,False,0.09915711737324044
263,ENSG00000177476.3,False,0.09915711737324044
264,ENSG00000108878.5,False,0.09915711737324044
265,ENSG00000196260.5,False,0.09915711737324044
266,ENSG00000104827.12,False,0.09915711737324044
