rank,gene_id
872,ENSG00000142173.16
873,ENSG00000131781.13
874,ENSG00000099812.9
875,ENSG00000203805.11
876,ENSG00000260428.3
877,ENSG00000180251.5
878,ENSG00000179639.10
879,ENSG00000157399.16
880,ENSG00000121552.4
881,ENSG00000204219.11
882,ENSG00000115956.10
883,ENSG00000166147.14
884,ENSG00000188783.6
885,ENSG00000075618.18
886,ENSG00000105894.12
887,ENSG00000133710.16
888,ENSG00000160932.11
889,ENSG00000130643.9
890,ENSG00000137648.19
891,ENSG00000109193.12
892,ENSG00000112562.19
893,ENSG00000136235.17
894,ENSG00000132437.18
895,ENSG00000174175.17
896,ENSG00000141469.18
897,ENSG00000154734.16
898,ENSG00000089820.16
899,ENSG00000272398.6
900,ENSG00000158270.12
901,ENSG00000109906.14
902,ENSG00000101955.15
903,ENSG00000147883.12
904,ENSG00000139193.4
905,ENSG00000059804.16
906,ENSG00000105464.3
907,ENSG00000115828.17
908,ENSG00000137309.20
909,ENSG00000055118.16
910,ENSG00000111335.13
911,ENSG00000167767.14
912,ENSG00000174514.13
913,ENSG00000101194.18
914,ENSG00000178597.7
915,ENSG00000175445.17
916,ENSG00000092969.12
917,ENSG00000188910.8
918,ENSG00000113389.16
919,ENSG00000158125.10
920,ENSG00000163568.15
921,ENSG00000182759.4
922,ENSG00000146070.17
923,ENSG00000151655.19
924,ENSG00000101335.10
925,ENSG00000143590.14
926,ENSG00000144063.4
927,ENSG00000198729.5
928,ENSG00000168209.5
929,ENSG00000088386.17
930,ENSG00000100453.13
931,ENSG00000122691.13
932,ENSG00000100558.9
933,ENSG00000189143.9
934,ENSG00000196352.16
935,ENSG00000060566.14
936,ENSG00000100314.4
937,ENSG00000184292.7
938,ENSG00000162366.8
939,ENSG00000133067.17
940,ENSG00000119125.17
941,ENSG00000204610.13
942,ENSG00000144834.14
943,ENSG00000185862.7
944,ENSG00000088836.14
945,ENSG00000171227.7
946,ENSG00000139329.5
947,ENSG00000146039.11
948,ENSG00000077984.6
949,ENSG00000101230.6
950,ENSG00000167617.3
951,ENSG00000144354.14
952,ENSG00000074370.18
953,ENSG00000198542.14
954,ENSG00000166165.13
955,ENSG00000151882.11
956,ENSG00000103056.12
957,ENSG00000139515.6
958,ENSG00000149781.13
959,ENSG00000189433.7
960,ENSG00000165092.13
961,ENSG00000134817.11
962,ENSG00000117215.15
963,ENSG00000135919.14
964,ENSG00000169413.3
965,ENSG00000065320.9
966,ENSG00000105374.10
967,ENSG00000267795.6
968,ENSG00000114248.10
969,ENSG00000126259.20
970,ENSG00000164638.10
971,ENSG00000167880.8
972,ENSG00000107281.10
973,ENSG00000128342.5
974,ENSG00000166250.12
975,ENSG00000165171.11
976,ENSG00000198535.5
977,ENSG00000180596.7
978,ENSG00000118507.17
979,ENSG00000138166.6
980,ENSG00000135069.14
981,ENSG00000143217.9
982,ENSG00000141526.17
983,ENSG00000162998.5
984,ENSG00000204388.7
985,ENSG00000166920.13
986,ENSG00000100450.13
987,ENSG00000176945.17
988,ENSG00000187546.14
989,ENSG00000068831.19
990,ENSG00000154102.11
991,ENSG00000105976.16
992,ENSG00000125378.16
993,ENSG00000099849.15
994,ENSG00000171759.10
995,ENSG00000181541.6
996,ENSG00000198624.13
997,ENSG00000116194.13
998,ENSG00000139211.7
999,ENSG00000049540.18
1000,ENSG00000171903.16
