case_id,n_patches,prop_0,disp_0,intravar_0,centdist_0,prop_1,disp_1,intravar_1,centdist_1,prop_2,disp_2,intravar_2,centdist_2,prop_3,disp_3,intravar_3,centdist_3,prop_4,disp_4,intravar_4,centdist_4,prop_5,disp_5,intravar_5,centdist_5,prop_6,disp_6,intravar_6,centdist_6,prop_7,disp_7,intravar_7,centdist_7,prop_8,disp_8,intravar_8,centdist_8,prop_9,disp_9,intravar_9,centdist_9
TCGA-IB-7897,14455,0.0003459010722933241,31982.46713518681,0.04422103543350542,13.580215744090054,0.021791767554479417,30215.129949806673,0.08437552732426234,12.472026973917306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3017640954686959,25530.702141035217,0.07911337487015552,13.765053669327253,0.44545140089934276,30673.3209288406,0.08215544169349205,12.26661545449326,0.019093739190591492,22033.967501808544,0.0741576918988911,16.800736115069572,0.0,0.0,0.0,0.0,0.21155309581459703,27800.39178424372,0.06848488850668491,11.764252961583638,0.0,0.0,0.0,0.0
TCGA-IB-8126,8026,0.0,0.0,0.0,0.0,0.01819087964116621,23857.658006365506,0.09287694484898318,13.016235965434717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024919013207077,15872.0,0.028138390978961758,13.953425502069436,0.4535260403688014,20396.579820173047,0.10094353565484532,13.111395242542894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5280338898579616,19039.738973088104,0.08041251733537284,12.672708004651499,0.0,0.0,0.0,0.0
TCGA-IB-8127,9620,0.0,0.0,0.0,0.0,0.010602910602910603,23223.69876133088,0.10366877070427054,14.077091532039503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020166320166320167,16621.69702160336,0.06268465877516577,13.63879925489897,0.5486486486486486,21349.777886591095,0.10555133984553662,13.366782459863883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4205821205821206,14564.111528218069,0.07256222307672706,12.543751376096806,0.0,0.0,0.0,0.0
TCGA-IB-A5SO,6830,0.0,0.0,0.0,0.0,0.034260614934114204,16169.53240488669,0.09659638498512028,13.5388343205837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003806734992679356,15007.130905190304,0.05997484947552134,14.307309189692605,0.3439238653001464,18003.246215944004,0.09036978371370434,12.81601715523731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6171303074670571,16003.665390330649,0.09228387418525368,13.67890405172294,0.0008784773060029283,879.9353086544274,0.06132070357352504,12.979144949761924
TCGA-IB-A5SP,10942,0.0,0.0,0.0,0.0,0.02897093767135807,18310.268929662623,0.11831718908865618,15.578215853521211,0.029153719612502283,12802.492018230918,0.08540471247115906,19.424037233681887,0.0,0.0,0.0,0.0,0.18662036190824347,19054.239672150612,0.10187926408492287,16.346602326845012,0.4538475598610857,21897.258770279794,0.1138361905662134,14.375116441096003,0.0732955583988302,10780.198768822283,0.09213177650787892,19.359180298294863,0.0,0.0,0.0,0.0,0.2248217876073844,24560.819890358835,0.09919604815442022,14.310406007292933,0.003290074940595869,23760.939605623273,0.0930529177821588,13.83201783060591
TCGA-IB-A5SQ,14003,0.0,0.0,0.0,0.0,0.16160822680854103,35950.93092438956,0.12457571503702221,15.9816874279098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027137042062415195,25864.610283847218,0.044595397457558326,15.196330769155715,0.35428122545168894,32717.135947475635,0.08529635863812703,13.360721828903891,0.0,0.0,0.0,0.0,0.003213597086338642,22271.229443149634,0.060492433802182444,12.856227274891555,0.47761194029850745,31788.596213113444,0.06623431423576244,13.284661229556168,0.0005713061486824251,1361.6767522804294,0.04180472755542069,12.597317601536478
TCGA-IB-A5SS,8924,0.0,0.0,0.0,0.0,0.016808606006275213,25400.39576639679,0.10263252805441496,13.96842302081076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002465262214253698,4822.5491161348855,0.059943714905773916,14.542108288102678,0.8304571940833707,22255.94274860832,0.11511567617883267,14.097958317112766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14903630658897354,14621.787936851197,0.10872933216612522,15.633670045779876,0.001232631107126849,9946.51972684106,0.06665594414053834,13.65155381357023
TCGA-IB-A5ST,10762,0.0,0.0,0.0,0.0,0.02397323917487456,23852.724735104173,0.12163708904114989,14.713169536285488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032521836089946105,6742.987533847861,0.05910133745648111,14.546200789766917,0.6182865638357182,22129.16090322354,0.11733152501487991,14.425935229001608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34826240475748005,16129.694286010765,0.09980720129424553,15.103464310794648,0.00622560862293254,11018.074735694212,0.07783587323651169,13.572489989840877
TCGA-IB-A6UF,12461,0.0,0.0,0.0,0.0,0.0097905465050959,23941.043974676602,0.07806095820397711,12.387973095995077,0.0001605007623786213,13440.0,0.03811075218082197,17.10730934718093,0.0,0.0,0.0,0.0,0.12342508626915978,20045.66427733443,0.07312096406827122,14.481218367648196,0.5088676671214188,22455.333724943855,0.08978061534906577,12.76373844138297,0.0008827541930824172,8676.342917168336,0.06641828713983584,18.560849869759565,0.0,0.0,0.0,0.0,0.35607094133697137,18530.711365716932,0.08063557504757629,12.873964399108983,0.0008025038118931064,13964.710278629474,0.06316352207851543,12.964570343393902
TCGA-IB-A6UG,7487,0.0,0.0,0.0,0.0,0.008948844664084413,17520.525586132637,0.10765662173597663,14.888452192421237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11499933217577134,10186.849455622587,0.08708798052212674,14.479098740922018,0.45505542941097904,20130.098127894402,0.09498639852433338,12.733200380245778,0.027380793375183652,5777.076761736903,0.07791005152127184,17.223095645782443,0.0,0.0,0.0,0.0,0.3936156003739816,14021.391088639795,0.07715797126802326,12.376371378217598,0.0,0.0,0.0,0.0
