rank,gene_id
616,ENSG00000076043.11
617,ENSG00000186187.12
618,ENSG00000185825.17
619,ENSG00000160233.8
620,ENSG00000242019.1
621,ENSG00000212916.4
622,ENSG00000224107.5
623,ENSG00000148053.17
624,ENSG00000047249.18
625,ENSG00000211452.11
626,ENSG00000125898.13
627,ENSG00000125868.16
628,ENSG00000185219.17
629,ENSG00000105641.4
630,ENSG00000134864.10
631,ENSG00000135951.16
632,ENSG00000087088.20
633,ENSG00000197128.12
634,ENSG00000147592.9
635,ENSG00000206560.11
636,ENSG00000105948.13
637,ENSG00000261701.7
638,ENSG00000165417.12
639,ENSG00000104892.17
640,ENSG00000101276.18
641,ENSG00000178386.13
642,ENSG00000196263.8
643,ENSG00000119630.14
644,ENSG00000135373.13
645,ENSG00000159388.6
646,ENSG00000169814.16
647,ENSG00000173145.11
648,ENSG00000112981.5
649,ENSG00000213390.11
650,ENSG00000126432.14
651,ENSG00000008277.14
652,ENSG00000132326.12
653,ENSG00000169903.7
654,ENSG00000092200.12
655,ENSG00000156469.9
656,ENSG00000132003.9
657,ENSG00000170890.14
658,ENSG00000166503.9
659,ENSG00000181631.7
660,ENSG00000131845.15
661,ENSG00000132563.16
662,ENSG00000156219.17
663,ENSG00000125844.16
664,ENSG00000164048.14
665,ENSG00000123159.16
666,ENSG00000198324.13
667,ENSG00000065526.12
668,ENSG00000171722.13
669,ENSG00000175356.14
670,ENSG00000072080.11
671,ENSG00000204347.4
672,ENSG00000197150.13
673,ENSG00000181433.9
674,ENSG00000156709.15
675,ENSG00000165487.14
676,ENSG00000180872.7
677,ENSG00000124812.15
678,ENSG00000011201.12
679,ENSG00000152944.9
680,ENSG00000167114.13
681,ENSG00000185947.15
682,ENSG00000263513.5
683,ENSG00000117625.14
684,ENSG00000165533.19
685,ENSG00000034533.12
686,ENSG00000172379.21
687,ENSG00000168621.15
688,ENSG00000128513.16
689,ENSG00000139178.11
690,ENSG00000131849.12
691,ENSG00000178096.9
692,ENSG00000127863.16
693,ENSG00000164123.7
694,ENSG00000101365.21
695,ENSG00000136270.14
696,ENSG00000104529.17
697,ENSG00000123096.12
698,ENSG00000094841.14
699,ENSG00000114904.13
700,ENSG00000150787.8
701,ENSG00000232382.2
702,ENSG00000172269.19
703,ENSG00000213401.10
704,ENSG00000160285.15
705,ENSG00000123094.15
706,ENSG00000183354.12
707,ENSG00000100503.26
708,ENSG00000104442.10
709,ENSG00000065243.20
710,ENSG00000166823.5
711,ENSG00000115468.12
