rank,gene_id,cox_z,cox_p
396,ENSG00000148296.7,2.7416646586697406,0.0061128713856578604
397,ENSG00000012171.20,-2.7408006579519846,0.006128967923468084
398,ENSG00000130706.13,2.7387907381104606,0.006166560989881616
399,ENSG00000156500.15,-2.7383009059355072,0.0061757541058073216
400,ENSG00000149506.11,2.7369792700315254,0.006200620022638014
401,ENSG00000129003.19,-2.734053664763054,0.00625598473641366
402,ENSG00000163833.8,2.733517926172574,0.006266171229899984
403,ENSG00000113389.16,2.732437305535717,0.00628676351418898
404,ENSG00000109089.7,2.7314563062709394,0.00630551014303726
405,ENSG00000144747.17,-2.727519532989331,0.0063812479421461975
406,ENSG00000196482.18,-2.7265495754991607,0.006400033763756258
407,ENSG00000189266.13,-2.7262221018839856,0.006406387393691154
408,ENSG00000176623.12,2.725817652755542,0.006414242332408674
409,ENSG00000144749.14,-2.723462228550786,0.006460160224583135
410,ENSG00000115216.14,2.7228805428473994,0.00647154535111288
411,ENSG00000198736.12,2.722252040601479,0.006483867085766035
412,ENSG00000132465.12,-2.721477143737873,0.006499087922394154
413,ENSG00000179886.6,2.720347894011759,0.006521326649913779
414,ENSG00000144010.10,2.7188668417181714,0.0065505972978670245
415,ENSG00000197859.11,2.7179519876766602,0.006568736918520401
416,ENSG00000137267.6,2.717013425026738,0.00658739356311592
417,ENSG00000155254.13,2.716429320069236,0.006599028378373425
418,ENSG00000198894.8,-2.7152170884377558,0.006623233868273424
419,ENSG00000182903.16,-2.714380786796034,0.006639979401683254
420,ENSG00000184022.4,2.7105319452025434,0.006717537731792202
421,ENSG00000165300.7,2.710349804642742,0.006721228159950939
422,ENSG00000119599.17,2.709808509761199,0.006732206326087015
423,ENSG00000140090.18,2.709586610026796,0.006736711398029177
424,ENSG00000198336.9,2.7095407056501215,0.006737643700017361
425,ENSG00000127774.7,2.7081543112298565,0.006765855588223894
426,ENSG00000092847.13,-2.70811604627489,0.006766635749230341
427,ENSG00000074416.14,2.7025446884427096,0.006881093378055331
428,ENSG00000214414.9,2.7015014239389523,0.006902718477617964
429,ENSG00000117697.15,-2.700146256604584,0.006930899946796114
430,ENSG00000129353.15,2.6989934400765634,0.006954954725953255
431,ENSG00000181588.16,2.698988704317686,0.006955053697213376
432,ENSG00000136238.18,2.6977749926020143,0.006980460455420112
433,ENSG00000153201.16,-2.697087272896213,0.0069948935349786944
434,ENSG00000171209.3,2.696217820498676,0.007013178971992819
435,ENSG00000176495.3,2.6943867273469277,0.007051829126275746
436,ENSG00000213719.8,2.692093506021524,0.007100503449878505
437,ENSG00000064601.20,2.690660688856485,0.007131068330931266
438,ENSG00000277932.2,2.6893135074940293,0.007159914108780503
439,ENSG00000127666.10,2.6889644840018683,0.007167404444676706
440,ENSG00000124721.18,2.6873127371996577,0.007202947807360564
441,ENSG00000088002.12,2.6870074514694995,0.007209534439380314
